dept_no,dept_name,emp_no,emp_from_date,emp_to_date,manager_no,birth_date,employee_name,salary,salary_from_date,salary_to_date,title,title_from_date,title_to_date,gender
d006,"Quality Management",10009,1985-02-18,9999-01-01,110022,1952-04-19,"Sumant Peac",78335,1994-02-16,1995-02-16,Engineer,1990-02-18,1995-02-18,NULL
d006,"Quality Management",10009,1985-02-18,9999-01-01,110022,1952-04-19,"Sumant Peac",80944,1995-02-16,1996-02-16,Engineer,1990-02-18,1995-02-18,NULL
d006,"Quality Management",10009,1985-02-18,9999-01-01,110022,1952-04-19,"Sumant Peac",82507,1996-02-16,1997-02-15,Engineer,1990-02-18,1995-02-18,NULL
d006,"Quality Management",10009,1985-02-18,9999-01-01,110022,1952-04-19,"Sumant Peac",85875,1997-02-15,1998-02-15,Engineer,1990-02-18,1995-02-18,NULL
d006,"Quality Management",10009,1985-02-18,9999-01-01,110022,1952-04-19,"Sumant Peac",89324,1998-02-15,1999-02-15,Engineer,1990-02-18,1995-02-18,NULL
d006,"Quality Management",10009,1985-02-18,9999-01-01,110022,1952-04-19,"Sumant Peac",90668,1999-02-15,2000-02-15,Engineer,1990-02-18,1995-02-18,NULL
d006,"Quality Management",10009,1985-02-18,9999-01-01,110022,1952-04-19,"Sumant Peac",93507,2000-02-15,2001-02-14,Engineer,1990-02-18,1995-02-18,NULL
d006,"Quality Management",10009,1985-02-18,9999-01-01,110022,1952-04-19,"Sumant Peac",94443,2001-02-14,2002-02-14,Engineer,1990-02-18,1995-02-18,NULL
d006,"Quality Management",10009,1985-02-18,9999-01-01,110022,1952-04-19,"Sumant Peac",94409,2002-02-14,9999-01-01,Engineer,1990-02-18,1995-02-18,NULL
d006,"Quality Management",10009,1985-02-18,9999-01-01,110022,1952-04-19,"Sumant Peac",60929,1985-02-18,1986-02-18,"Senior Engineer",1995-02-18,9999-01-01,NULL
d006,"Quality Management",10009,1985-02-18,9999-01-01,110022,1952-04-19,"Sumant Peac",64604,1986-02-18,1987-02-18,"Senior Engineer",1995-02-18,9999-01-01,NULL
d006,"Quality Management",10009,1985-02-18,9999-01-01,110022,1952-04-19,"Sumant Peac",64780,1987-02-18,1988-02-18,"Senior Engineer",1995-02-18,9999-01-01,NULL
d006,"Quality Management",10009,1985-02-18,9999-01-01,110022,1952-04-19,"Sumant Peac",66302,1988-02-18,1989-02-17,"Senior Engineer",1995-02-18,9999-01-01,NULL
d006,"Quality Management",10009,1985-02-18,9999-01-01,110022,1952-04-19,"Sumant Peac",69042,1989-02-17,1990-02-17,"Senior Engineer",1995-02-18,9999-01-01,NULL
d006,"Quality Management",10009,1985-02-18,9999-01-01,110022,1952-04-19,"Sumant Peac",70889,1990-02-17,1991-02-17,"Senior Engineer",1995-02-18,9999-01-01,NULL
d006,"Quality Management",10009,1985-02-18,9999-01-01,110022,1952-04-19,"Sumant Peac",71434,1991-02-17,1992-02-17,"Senior Engineer",1995-02-18,9999-01-01,NULL
d006,"Quality Management",10009,1985-02-18,9999-01-01,110022,1952-04-19,"Sumant Peac",74612,1992-02-17,1993-02-16,"Senior Engineer",1995-02-18,9999-01-01,NULL
d006,"Quality Management",10009,1985-02-18,9999-01-01,110022,1952-04-19,"Sumant Peac",76518,1993-02-16,1994-02-16,"Senior Engineer",1995-02-18,9999-01-01,NULL
d006,"Quality Management",10009,1985-02-18,9999-01-01,110022,1952-04-19,"Sumant Peac",78335,1994-02-16,1995-02-16,"Senior Engineer",1995-02-18,9999-01-01,NULL
d006,"Quality Management",10009,1985-02-18,9999-01-01,110022,1952-04-19,"Sumant Peac",80944,1995-02-16,1996-02-16,"Senior Engineer",1995-02-18,9999-01-01,NULL
d006,"Quality Management",10009,1985-02-18,9999-01-01,110022,1952-04-19,"Sumant Peac",82507,1996-02-16,1997-02-15,"Senior Engineer",1995-02-18,9999-01-01,NULL
d006,"Quality Management",10009,1985-02-18,9999-01-01,110022,1952-04-19,"Sumant Peac",85875,1997-02-15,1998-02-15,"Senior Engineer",1995-02-18,9999-01-01,NULL
d006,"Quality Management",10009,1985-02-18,9999-01-01,110022,1952-04-19,"Sumant Peac",89324,1998-02-15,1999-02-15,"Senior Engineer",1995-02-18,9999-01-01,NULL
d006,"Quality Management",10009,1985-02-18,9999-01-01,110022,1952-04-19,"Sumant Peac",90668,1999-02-15,2000-02-15,"Senior Engineer",1995-02-18,9999-01-01,NULL
d006,"Quality Management",10009,1985-02-18,9999-01-01,110022,1952-04-19,"Sumant Peac",93507,2000-02-15,2001-02-14,"Senior Engineer",1995-02-18,9999-01-01,NULL
d006,"Quality Management",10009,1985-02-18,9999-01-01,110022,1952-04-19,"Sumant Peac",94443,2001-02-14,2002-02-14,"Senior Engineer",1995-02-18,9999-01-01,NULL
d006,"Quality Management",10009,1985-02-18,9999-01-01,110022,1952-04-19,"Sumant Peac",94409,2002-02-14,9999-01-01,"Senior Engineer",1995-02-18,9999-01-01,NULL
d004,Production,10010,1996-11-24,2000-06-26,110022,1963-06-01,"Duangkaew Piveteau",72488,1996-11-24,1997-11-24,Engineer,1996-11-24,9999-01-01,NULL
d004,Production,10010,1996-11-24,2000-06-26,110022,1963-06-01,"Duangkaew Piveteau",74347,1997-11-24,1998-11-24,Engineer,1996-11-24,9999-01-01,NULL
d004,Production,10010,1996-11-24,2000-06-26,110022,1963-06-01,"Duangkaew Piveteau",75405,1998-11-24,1999-11-24,Engineer,1996-11-24,9999-01-01,NULL
d004,Production,10010,1996-11-24,2000-06-26,110022,1963-06-01,"Duangkaew Piveteau",78194,1999-11-24,2000-11-23,Engineer,1996-11-24,9999-01-01,NULL
d004,Production,10010,1996-11-24,2000-06-26,110022,1963-06-01,"Duangkaew Piveteau",79580,2000-11-23,2001-11-23,Engineer,1996-11-24,9999-01-01,NULL
d004,Production,10010,1996-11-24,2000-06-26,110022,1963-06-01,"Duangkaew Piveteau",80324,2001-11-23,9999-01-01,Engineer,1996-11-24,9999-01-01,NULL
d006,"Quality Management",10010,2000-06-26,9999-01-01,110022,1963-06-01,"Duangkaew Piveteau",72488,1996-11-24,1997-11-24,Engineer,1996-11-24,9999-01-01,NULL
d006,"Quality Management",10010,2000-06-26,9999-01-01,110022,1963-06-01,"Duangkaew Piveteau",74347,1997-11-24,1998-11-24,Engineer,1996-11-24,9999-01-01,NULL
d006,"Quality Management",10010,2000-06-26,9999-01-01,110022,1963-06-01,"Duangkaew Piveteau",75405,1998-11-24,1999-11-24,Engineer,1996-11-24,9999-01-01,NULL
d006,"Quality Management",10010,2000-06-26,9999-01-01,110022,1963-06-01,"Duangkaew Piveteau",78194,1999-11-24,2000-11-23,Engineer,1996-11-24,9999-01-01,NULL
d006,"Quality Management",10010,2000-06-26,9999-01-01,110022,1963-06-01,"Duangkaew Piveteau",79580,2000-11-23,2001-11-23,Engineer,1996-11-24,9999-01-01,NULL
d006,"Quality Management",10010,2000-06-26,9999-01-01,110022,1963-06-01,"Duangkaew Piveteau",80324,2001-11-23,9999-01-01,Engineer,1996-11-24,9999-01-01,NULL
d009,"Customer Service",10011,1990-01-22,1996-11-09,110022,1953-11-07,"Mary Sluis",42365,1990-01-22,1991-01-22,Staff,1990-01-22,1996-11-09,F
d009,"Customer Service",10011,1990-01-22,1996-11-09,110022,1953-11-07,"Mary Sluis",44200,1991-01-22,1992-01-22,Staff,1990-01-22,1996-11-09,F
d009,"Customer Service",10011,1990-01-22,1996-11-09,110022,1953-11-07,"Mary Sluis",48214,1992-01-22,1993-01-21,Staff,1990-01-22,1996-11-09,F
d009,"Customer Service",10011,1990-01-22,1996-11-09,110022,1953-11-07,"Mary Sluis",50927,1993-01-21,1994-01-21,Staff,1990-01-22,1996-11-09,F
d009,"Customer Service",10011,1990-01-22,1996-11-09,110022,1953-11-07,"Mary Sluis",51470,1994-01-21,1995-01-21,Staff,1990-01-22,1996-11-09,F
d009,"Customer Service",10011,1990-01-22,1996-11-09,110022,1953-11-07,"Mary Sluis",54545,1995-01-21,1996-01-21,Staff,1990-01-22,1996-11-09,F
d009,"Customer Service",10011,1990-01-22,1996-11-09,110022,1953-11-07,"Mary Sluis",56753,1996-01-21,1996-11-09,Staff,1990-01-22,1996-11-09,F
d005,Development,10012,1992-12-18,9999-01-01,110022,1960-10-04,"Patricio Bridgland",40000,1992-12-18,1993-12-18,Engineer,1992-12-18,2000-12-18,M
d005,Development,10012,1992-12-18,9999-01-01,110022,1960-10-04,"Patricio Bridgland",41867,1993-12-18,1994-12-18,Engineer,1992-12-18,2000-12-18,M
d005,Development,10012,1992-12-18,9999-01-01,110022,1960-10-04,"Patricio Bridgland",42318,1994-12-18,1995-12-18,Engineer,1992-12-18,2000-12-18,M
d005,Development,10012,1992-12-18,9999-01-01,110022,1960-10-04,"Patricio Bridgland",44195,1995-12-18,1996-12-17,Engineer,1992-12-18,2000-12-18,M
d005,Development,10012,1992-12-18,9999-01-01,110022,1960-10-04,"Patricio Bridgland",46460,1996-12-17,1997-12-17,Engineer,1992-12-18,2000-12-18,M
d005,Development,10012,1992-12-18,9999-01-01,110022,1960-10-04,"Patricio Bridgland",46485,1997-12-17,1998-12-17,Engineer,1992-12-18,2000-12-18,M
d005,Development,10012,1992-12-18,9999-01-01,110022,1960-10-04,"Patricio Bridgland",47364,1998-12-17,1999-12-17,Engineer,1992-12-18,2000-12-18,M
d005,Development,10012,1992-12-18,9999-01-01,110022,1960-10-04,"Patricio Bridgland",51122,1999-12-17,2000-12-16,Engineer,1992-12-18,2000-12-18,M
d005,Development,10012,1992-12-18,9999-01-01,110022,1960-10-04,"Patricio Bridgland",54794,2000-12-16,2001-12-16,Engineer,1992-12-18,2000-12-18,M
d005,Development,10012,1992-12-18,9999-01-01,110022,1960-10-04,"Patricio Bridgland",54423,2001-12-16,9999-01-01,Engineer,1992-12-18,2000-12-18,M
d005,Development,10012,1992-12-18,9999-01-01,110022,1960-10-04,"Patricio Bridgland",40000,1992-12-18,1993-12-18,"Senior Engineer",2000-12-18,9999-01-01,M
d005,Development,10012,1992-12-18,9999-01-01,110022,1960-10-04,"Patricio Bridgland",41867,1993-12-18,1994-12-18,"Senior Engineer",2000-12-18,9999-01-01,M
d005,Development,10012,1992-12-18,9999-01-01,110022,1960-10-04,"Patricio Bridgland",42318,1994-12-18,1995-12-18,"Senior Engineer",2000-12-18,9999-01-01,M
d005,Development,10012,1992-12-18,9999-01-01,110022,1960-10-04,"Patricio Bridgland",44195,1995-12-18,1996-12-17,"Senior Engineer",2000-12-18,9999-01-01,M
d005,Development,10012,1992-12-18,9999-01-01,110022,1960-10-04,"Patricio Bridgland",46460,1996-12-17,1997-12-17,"Senior Engineer",2000-12-18,9999-01-01,M
d005,Development,10012,1992-12-18,9999-01-01,110022,1960-10-04,"Patricio Bridgland",46485,1997-12-17,1998-12-17,"Senior Engineer",2000-12-18,9999-01-01,M
d005,Development,10012,1992-12-18,9999-01-01,110022,1960-10-04,"Patricio Bridgland",47364,1998-12-17,1999-12-17,"Senior Engineer",2000-12-18,9999-01-01,M
d005,Development,10012,1992-12-18,9999-01-01,110022,1960-10-04,"Patricio Bridgland",51122,1999-12-17,2000-12-16,"Senior Engineer",2000-12-18,9999-01-01,M
d005,Development,10012,1992-12-18,9999-01-01,110022,1960-10-04,"Patricio Bridgland",54794,2000-12-16,2001-12-16,"Senior Engineer",2000-12-18,9999-01-01,M
d005,Development,10012,1992-12-18,9999-01-01,110022,1960-10-04,"Patricio Bridgland",54423,2001-12-16,9999-01-01,"Senior Engineer",2000-12-18,9999-01-01,M
d003,"Human Resources",10013,1985-10-20,9999-01-01,110022,1963-06-07,"Eberhardt Terkki",40000,1985-10-20,1986-10-20,"Senior Staff",1985-10-20,9999-01-01,NULL
d003,"Human Resources",10013,1985-10-20,9999-01-01,110022,1963-06-07,"Eberhardt Terkki",40623,1986-10-20,1987-10-20,"Senior Staff",1985-10-20,9999-01-01,NULL
d003,"Human Resources",10013,1985-10-20,9999-01-01,110022,1963-06-07,"Eberhardt Terkki",40561,1987-10-20,1988-10-19,"Senior Staff",1985-10-20,9999-01-01,NULL
d003,"Human Resources",10013,1985-10-20,9999-01-01,110022,1963-06-07,"Eberhardt Terkki",40306,1988-10-19,1989-10-19,"Senior Staff",1985-10-20,9999-01-01,NULL
d003,"Human Resources",10013,1985-10-20,9999-01-01,110022,1963-06-07,"Eberhardt Terkki",43569,1989-10-19,1990-10-19,"Senior Staff",1985-10-20,9999-01-01,NULL
d003,"Human Resources",10013,1985-10-20,9999-01-01,110022,1963-06-07,"Eberhardt Terkki",46305,1990-10-19,1991-10-19,"Senior Staff",1985-10-20,9999-01-01,NULL
d003,"Human Resources",10013,1985-10-20,9999-01-01,110022,1963-06-07,"Eberhardt Terkki",47118,1991-10-19,1992-10-18,"Senior Staff",1985-10-20,9999-01-01,NULL
d003,"Human Resources",10013,1985-10-20,9999-01-01,110022,1963-06-07,"Eberhardt Terkki",50351,1992-10-18,1993-10-18,"Senior Staff",1985-10-20,9999-01-01,NULL
d003,"Human Resources",10013,1985-10-20,9999-01-01,110022,1963-06-07,"Eberhardt Terkki",49887,1993-10-18,1994-10-18,"Senior Staff",1985-10-20,9999-01-01,NULL
d003,"Human Resources",10013,1985-10-20,9999-01-01,110022,1963-06-07,"Eberhardt Terkki",53957,1994-10-18,1995-10-18,"Senior Staff",1985-10-20,9999-01-01,NULL
d003,"Human Resources",10013,1985-10-20,9999-01-01,110022,1963-06-07,"Eberhardt Terkki",57590,1995-10-18,1996-10-17,"Senior Staff",1985-10-20,9999-01-01,NULL
d003,"Human Resources",10013,1985-10-20,9999-01-01,110022,1963-06-07,"Eberhardt Terkki",59228,1996-10-17,1997-10-17,"Senior Staff",1985-10-20,9999-01-01,NULL
d003,"Human Resources",10013,1985-10-20,9999-01-01,110022,1963-06-07,"Eberhardt Terkki",59571,1997-10-17,1998-10-17,"Senior Staff",1985-10-20,9999-01-01,NULL
d003,"Human Resources",10013,1985-10-20,9999-01-01,110022,1963-06-07,"Eberhardt Terkki",63274,1998-10-17,1999-10-17,"Senior Staff",1985-10-20,9999-01-01,NULL
d003,"Human Resources",10013,1985-10-20,9999-01-01,110022,1963-06-07,"Eberhardt Terkki",63352,1999-10-17,2000-10-16,"Senior Staff",1985-10-20,9999-01-01,NULL
d003,"Human Resources",10013,1985-10-20,9999-01-01,110022,1963-06-07,"Eberhardt Terkki",66744,2000-10-16,2001-10-16,"Senior Staff",1985-10-20,9999-01-01,NULL
d003,"Human Resources",10013,1985-10-20,9999-01-01,110022,1963-06-07,"Eberhardt Terkki",68901,2001-10-16,9999-01-01,"Senior Staff",1985-10-20,9999-01-01,NULL
d005,Development,10014,1993-12-29,9999-01-01,110022,1956-02-12,"Berni Genin",46168,1993-12-29,1994-12-29,Engineer,1993-12-29,9999-01-01,NULL
d005,Development,10014,1993-12-29,9999-01-01,110022,1956-02-12,"Berni Genin",48242,1994-12-29,1995-12-29,Engineer,1993-12-29,9999-01-01,NULL
d005,Development,10014,1993-12-29,9999-01-01,110022,1956-02-12,"Berni Genin",47921,1995-12-29,1996-12-28,Engineer,1993-12-29,9999-01-01,NULL
d005,Development,10014,1993-12-29,9999-01-01,110022,1956-02-12,"Berni Genin",50715,1996-12-28,1997-12-28,Engineer,1993-12-29,9999-01-01,NULL
d005,Development,10014,1993-12-29,9999-01-01,110022,1956-02-12,"Berni Genin",53228,1997-12-28,1998-12-28,Engineer,1993-12-29,9999-01-01,NULL
d005,Development,10014,1993-12-29,9999-01-01,110022,1956-02-12,"Berni Genin",53962,1998-12-28,1999-12-28,Engineer,1993-12-29,9999-01-01,NULL
d005,Development,10014,1993-12-29,9999-01-01,110022,1956-02-12,"Berni Genin",56937,1999-12-28,2000-12-27,Engineer,1993-12-29,9999-01-01,NULL
d005,Development,10014,1993-12-29,9999-01-01,110022,1956-02-12,"Berni Genin",59142,2000-12-27,2001-12-27,Engineer,1993-12-29,9999-01-01,NULL
d005,Development,10014,1993-12-29,9999-01-01,110022,1956-02-12,"Berni Genin",60598,2001-12-27,9999-01-01,Engineer,1993-12-29,9999-01-01,NULL
d008,Research,10015,1992-09-19,1993-08-22,110022,1959-08-19,"Guoxiang Nooteboom",40000,1992-09-19,1993-08-22,"Senior Staff",1992-09-19,1993-08-22,NULL
d007,Sales,10016,1998-02-11,9999-01-01,110022,1961-05-02,"Kazuhito Cappelletti",70889,1998-02-11,1999-02-11,Staff,1998-02-11,9999-01-01,M
d007,Sales,10016,1998-02-11,9999-01-01,110022,1961-05-02,"Kazuhito Cappelletti",72946,1999-02-11,2000-02-11,Staff,1998-02-11,9999-01-01,M
d007,Sales,10016,1998-02-11,9999-01-01,110022,1961-05-02,"Kazuhito Cappelletti",76826,2000-02-11,2001-02-10,Staff,1998-02-11,9999-01-01,M
d007,Sales,10016,1998-02-11,9999-01-01,110022,1961-05-02,"Kazuhito Cappelletti",76381,2001-02-10,2002-02-10,Staff,1998-02-11,9999-01-01,M
d007,Sales,10016,1998-02-11,9999-01-01,110022,1961-05-02,"Kazuhito Cappelletti",77935,2002-02-10,9999-01-01,Staff,1998-02-11,9999-01-01,M
d001,Marketing,10017,1993-08-03,9999-01-01,110022,1958-07-06,"Cristinel Bouloucos",71380,1993-08-03,1994-08-03,"Senior Staff",2000-08-03,9999-01-01,F
d001,Marketing,10017,1993-08-03,9999-01-01,110022,1958-07-06,"Cristinel Bouloucos",75538,1994-08-03,1995-08-03,"Senior Staff",2000-08-03,9999-01-01,F
d001,Marketing,10017,1993-08-03,9999-01-01,110022,1958-07-06,"Cristinel Bouloucos",79510,1995-08-03,1996-08-02,"Senior Staff",2000-08-03,9999-01-01,F
d001,Marketing,10017,1993-08-03,9999-01-01,110022,1958-07-06,"Cristinel Bouloucos",82163,1996-08-02,1997-08-02,"Senior Staff",2000-08-03,9999-01-01,F
d001,Marketing,10017,1993-08-03,9999-01-01,110022,1958-07-06,"Cristinel Bouloucos",86157,1997-08-02,1998-08-02,"Senior Staff",2000-08-03,9999-01-01,F
d001,Marketing,10017,1993-08-03,9999-01-01,110022,1958-07-06,"Cristinel Bouloucos",89619,1998-08-02,1999-08-02,"Senior Staff",2000-08-03,9999-01-01,F
d001,Marketing,10017,1993-08-03,9999-01-01,110022,1958-07-06,"Cristinel Bouloucos",91985,1999-08-02,2000-08-01,"Senior Staff",2000-08-03,9999-01-01,F
d001,Marketing,10017,1993-08-03,9999-01-01,110022,1958-07-06,"Cristinel Bouloucos",96122,2000-08-01,2001-08-01,"Senior Staff",2000-08-03,9999-01-01,F
d001,Marketing,10017,1993-08-03,9999-01-01,110022,1958-07-06,"Cristinel Bouloucos",98522,2001-08-01,2002-08-01,"Senior Staff",2000-08-03,9999-01-01,F
d001,Marketing,10017,1993-08-03,9999-01-01,110022,1958-07-06,"Cristinel Bouloucos",99651,2002-08-01,9999-01-01,"Senior Staff",2000-08-03,9999-01-01,F
d001,Marketing,10017,1993-08-03,9999-01-01,110022,1958-07-06,"Cristinel Bouloucos",71380,1993-08-03,1994-08-03,Staff,1993-08-03,2000-08-03,F
d001,Marketing,10017,1993-08-03,9999-01-01,110022,1958-07-06,"Cristinel Bouloucos",75538,1994-08-03,1995-08-03,Staff,1993-08-03,2000-08-03,F
d001,Marketing,10017,1993-08-03,9999-01-01,110022,1958-07-06,"Cristinel Bouloucos",79510,1995-08-03,1996-08-02,Staff,1993-08-03,2000-08-03,F
d001,Marketing,10017,1993-08-03,9999-01-01,110022,1958-07-06,"Cristinel Bouloucos",82163,1996-08-02,1997-08-02,Staff,1993-08-03,2000-08-03,F
d001,Marketing,10017,1993-08-03,9999-01-01,110022,1958-07-06,"Cristinel Bouloucos",86157,1997-08-02,1998-08-02,Staff,1993-08-03,2000-08-03,F
d001,Marketing,10017,1993-08-03,9999-01-01,110022,1958-07-06,"Cristinel Bouloucos",89619,1998-08-02,1999-08-02,Staff,1993-08-03,2000-08-03,F
d001,Marketing,10017,1993-08-03,9999-01-01,110022,1958-07-06,"Cristinel Bouloucos",91985,1999-08-02,2000-08-01,Staff,1993-08-03,2000-08-03,F
d001,Marketing,10017,1993-08-03,9999-01-01,110022,1958-07-06,"Cristinel Bouloucos",96122,2000-08-01,2001-08-01,Staff,1993-08-03,2000-08-03,F
d001,Marketing,10017,1993-08-03,9999-01-01,110022,1958-07-06,"Cristinel Bouloucos",98522,2001-08-01,2002-08-01,Staff,1993-08-03,2000-08-03,F
d001,Marketing,10017,1993-08-03,9999-01-01,110022,1958-07-06,"Cristinel Bouloucos",99651,2002-08-01,9999-01-01,Staff,1993-08-03,2000-08-03,F
d004,Production,10018,1992-07-29,9999-01-01,110022,1954-06-19,"Kazuhide Peha",55881,1987-04-03,1988-04-02,Engineer,1987-04-03,1995-04-03,NULL
d004,Production,10018,1992-07-29,9999-01-01,110022,1954-06-19,"Kazuhide Peha",59206,1988-04-02,1989-04-02,Engineer,1987-04-03,1995-04-03,NULL
d004,Production,10018,1992-07-29,9999-01-01,110022,1954-06-19,"Kazuhide Peha",61361,1989-04-02,1990-04-02,Engineer,1987-04-03,1995-04-03,NULL
d004,Production,10018,1992-07-29,9999-01-01,110022,1954-06-19,"Kazuhide Peha",61648,1990-04-02,1991-04-02,Engineer,1987-04-03,1995-04-03,NULL
d004,Production,10018,1992-07-29,9999-01-01,110022,1954-06-19,"Kazuhide Peha",61217,1991-04-02,1992-04-01,Engineer,1987-04-03,1995-04-03,NULL
d004,Production,10018,1992-07-29,9999-01-01,110022,1954-06-19,"Kazuhide Peha",61244,1992-04-01,1993-04-01,Engineer,1987-04-03,1995-04-03,NULL
d004,Production,10018,1992-07-29,9999-01-01,110022,1954-06-19,"Kazuhide Peha",63286,1993-04-01,1994-04-01,Engineer,1987-04-03,1995-04-03,NULL
d004,Production,10018,1992-07-29,9999-01-01,110022,1954-06-19,"Kazuhide Peha",65739,1994-04-01,1995-04-01,Engineer,1987-04-03,1995-04-03,NULL
d004,Production,10018,1992-07-29,9999-01-01,110022,1954-06-19,"Kazuhide Peha",67519,1995-04-01,1996-03-31,Engineer,1987-04-03,1995-04-03,NULL
d004,Production,10018,1992-07-29,9999-01-01,110022,1954-06-19,"Kazuhide Peha",69276,1996-03-31,1997-03-31,Engineer,1987-04-03,1995-04-03,NULL
d004,Production,10018,1992-07-29,9999-01-01,110022,1954-06-19,"Kazuhide Peha",72585,1997-03-31,1998-03-31,Engineer,1987-04-03,1995-04-03,NULL
d004,Production,10018,1992-07-29,9999-01-01,110022,1954-06-19,"Kazuhide Peha",72804,1998-03-31,1999-03-31,Engineer,1987-04-03,1995-04-03,NULL
d004,Production,10018,1992-07-29,9999-01-01,110022,1954-06-19,"Kazuhide Peha",76957,1999-03-31,2000-03-30,Engineer,1987-04-03,1995-04-03,NULL
d004,Production,10018,1992-07-29,9999-01-01,110022,1954-06-19,"Kazuhide Peha",80305,2000-03-30,2001-03-30,Engineer,1987-04-03,1995-04-03,NULL
d004,Production,10018,1992-07-29,9999-01-01,110022,1954-06-19,"Kazuhide Peha",84541,2001-03-30,2002-03-30,Engineer,1987-04-03,1995-04-03,NULL
d004,Production,10018,1992-07-29,9999-01-01,110022,1954-06-19,"Kazuhide Peha",84672,2002-03-30,9999-01-01,Engineer,1987-04-03,1995-04-03,NULL
d004,Production,10018,1992-07-29,9999-01-01,110022,1954-06-19,"Kazuhide Peha",55881,1987-04-03,1988-04-02,"Senior Engineer",1995-04-03,9999-01-01,NULL
d004,Production,10018,1992-07-29,9999-01-01,110022,1954-06-19,"Kazuhide Peha",59206,1988-04-02,1989-04-02,"Senior Engineer",1995-04-03,9999-01-01,NULL
d004,Production,10018,1992-07-29,9999-01-01,110022,1954-06-19,"Kazuhide Peha",61361,1989-04-02,1990-04-02,"Senior Engineer",1995-04-03,9999-01-01,NULL
d004,Production,10018,1992-07-29,9999-01-01,110022,1954-06-19,"Kazuhide Peha",61648,1990-04-02,1991-04-02,"Senior Engineer",1995-04-03,9999-01-01,NULL
d004,Production,10018,1992-07-29,9999-01-01,110022,1954-06-19,"Kazuhide Peha",61217,1991-04-02,1992-04-01,"Senior Engineer",1995-04-03,9999-01-01,NULL
d004,Production,10018,1992-07-29,9999-01-01,110022,1954-06-19,"Kazuhide Peha",61244,1992-04-01,1993-04-01,"Senior Engineer",1995-04-03,9999-01-01,NULL
d004,Production,10018,1992-07-29,9999-01-01,110022,1954-06-19,"Kazuhide Peha",63286,1993-04-01,1994-04-01,"Senior Engineer",1995-04-03,9999-01-01,NULL
d004,Production,10018,1992-07-29,9999-01-01,110022,1954-06-19,"Kazuhide Peha",65739,1994-04-01,1995-04-01,"Senior Engineer",1995-04-03,9999-01-01,NULL
d004,Production,10018,1992-07-29,9999-01-01,110022,1954-06-19,"Kazuhide Peha",67519,1995-04-01,1996-03-31,"Senior Engineer",1995-04-03,9999-01-01,NULL
d004,Production,10018,1992-07-29,9999-01-01,110022,1954-06-19,"Kazuhide Peha",69276,1996-03-31,1997-03-31,"Senior Engineer",1995-04-03,9999-01-01,NULL
d004,Production,10018,1992-07-29,9999-01-01,110022,1954-06-19,"Kazuhide Peha",72585,1997-03-31,1998-03-31,"Senior Engineer",1995-04-03,9999-01-01,NULL
d004,Production,10018,1992-07-29,9999-01-01,110022,1954-06-19,"Kazuhide Peha",72804,1998-03-31,1999-03-31,"Senior Engineer",1995-04-03,9999-01-01,NULL
d004,Production,10018,1992-07-29,9999-01-01,110022,1954-06-19,"Kazuhide Peha",76957,1999-03-31,2000-03-30,"Senior Engineer",1995-04-03,9999-01-01,NULL
d004,Production,10018,1992-07-29,9999-01-01,110022,1954-06-19,"Kazuhide Peha",80305,2000-03-30,2001-03-30,"Senior Engineer",1995-04-03,9999-01-01,NULL
d004,Production,10018,1992-07-29,9999-01-01,110022,1954-06-19,"Kazuhide Peha",84541,2001-03-30,2002-03-30,"Senior Engineer",1995-04-03,9999-01-01,NULL
d004,Production,10018,1992-07-29,9999-01-01,110022,1954-06-19,"Kazuhide Peha",84672,2002-03-30,9999-01-01,"Senior Engineer",1995-04-03,9999-01-01,NULL
d005,Development,10018,1987-04-03,1992-07-29,110022,1954-06-19,"Kazuhide Peha",55881,1987-04-03,1988-04-02,Engineer,1987-04-03,1995-04-03,NULL
d005,Development,10018,1987-04-03,1992-07-29,110022,1954-06-19,"Kazuhide Peha",59206,1988-04-02,1989-04-02,Engineer,1987-04-03,1995-04-03,NULL
d005,Development,10018,1987-04-03,1992-07-29,110022,1954-06-19,"Kazuhide Peha",61361,1989-04-02,1990-04-02,Engineer,1987-04-03,1995-04-03,NULL
d005,Development,10018,1987-04-03,1992-07-29,110022,1954-06-19,"Kazuhide Peha",61648,1990-04-02,1991-04-02,Engineer,1987-04-03,1995-04-03,NULL
d005,Development,10018,1987-04-03,1992-07-29,110022,1954-06-19,"Kazuhide Peha",61217,1991-04-02,1992-04-01,Engineer,1987-04-03,1995-04-03,NULL
d005,Development,10018,1987-04-03,1992-07-29,110022,1954-06-19,"Kazuhide Peha",61244,1992-04-01,1993-04-01,Engineer,1987-04-03,1995-04-03,NULL
d005,Development,10018,1987-04-03,1992-07-29,110022,1954-06-19,"Kazuhide Peha",63286,1993-04-01,1994-04-01,Engineer,1987-04-03,1995-04-03,NULL
d005,Development,10018,1987-04-03,1992-07-29,110022,1954-06-19,"Kazuhide Peha",65739,1994-04-01,1995-04-01,Engineer,1987-04-03,1995-04-03,NULL
d005,Development,10018,1987-04-03,1992-07-29,110022,1954-06-19,"Kazuhide Peha",67519,1995-04-01,1996-03-31,Engineer,1987-04-03,1995-04-03,NULL
d005,Development,10018,1987-04-03,1992-07-29,110022,1954-06-19,"Kazuhide Peha",69276,1996-03-31,1997-03-31,Engineer,1987-04-03,1995-04-03,NULL
